	AC	AL	DE	DR	EN	GS	ID	LENG	NC	TC
TIGR02311	TIGR02311	clustalw	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	HAMAP; MF_01292; 14 of 15	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	hpaI	HpaI	249	360.35 360.35	368.80 368.80
TIGR04104	TIGR04104	muscle_manual	cxxc_20_cxxc protein	NA	cxxc_20_cxxc protein	NA	cxxc_20_cxxc	93	35.00 35.00	45.00 45.00
TIGR00105	TIGR00105	clustalw	ribosomal protein L31	HAMAP; MF_00502; 197 of 197	ribosomal protein L31	rpmE	L31	68	25.35 25.35	38.35 38.35
TIGR00540	TIGR00540	muscle	heme biosynthesis-associated TPR protein	NA	heme biosynthesis-associated TPR protein	hemY	TPR_hemY_coli	385	138.00 138.00	142.00 142.00
TIGR03450	TIGR03450	muscle_manual	inositol 1-phosphate synthase	NA	inositol 1-phosphate synthase, Actinobacterial type	NA	mycothiol_INO1	355	582.40 582.40	638.00 638.00
TIGR00563	TIGR00563	NA	ribosomal RNA small subunit methyltransferase B	PROSITE; PDOC00888; NOL1/NOP2/sun family signature	ribosomal RNA small subunit methyltransferase RsmB	sun	rsmB	437	188.00 188.00	269.05 269.05
TIGR00295	TIGR00295	clustalw	TIGR00295 family protein	NA	TIGR00295 family protein	NA	TIGR00295	164	87.15 87.15	172.35 172.35
TIGR00268	TIGR00268	clustalw	TIGR00268 family protein	NA	TIGR00268 family protein	NA	TIGR00268	253	104.75 104.75	166.50 166.50
TIGR02145	TIGR02145	clustalw	fibrobacter succinogenes major paralogous domain	NA	Fibrobacter succinogenes major paralogous domain	NA	Fib_succ_major	176	21.00 21.00	41.65 41.65
TIGR00004	TIGR00004	clustalw_manual	reactive intermediate/imine deaminase	NA	reactive intermediate/imine deaminase	NA	TIGR00004	125	80.80 80.80	106.25 106.25
TIGR00379	TIGR00379	clustalw	cobyrinic acid a,c-diamide synthase	HAMAP; MF_00027; 53 of 53	cobyrinic acid a,c-diamide synthase	cobB	cobB	449	152.40 152.40	261.40 261.40
TIGR01858	TIGR01858	clustalw	class II aldolase, tagatose bisphosphate family	HAMAP; MF_01294; 23 of 29	class II aldolase, tagatose bisphosphate family	NA	tag_bisphos_ald	282	349.45 349.45	443.55 443.55
TIGR03145	TIGR03145	muscle	cytochrome c nitrate reductase biogenesis protein NrfE	NA	cytochrome c nitrate reductase biogenesis protein NrfE	nrfE	cyt_nit_nrfE	631	780.30 780.30	927.30 927.30
TIGR01425	TIGR01425	clustalw	signal recognition particle protein SRP54	NA	signal recognition particle protein SRP54	NA	SRP54_euk	428	501.00 501.00	576.25 576.25
TIGR03249	TIGR03249	muscle	5-dehydro-4-deoxyglucarate dehydratase	NA	5-dehydro-4-deoxyglucarate dehydratase	kdgD	KdgD	299	332.85 332.85	373.95 373.95
TIGR01459	TIGR01459	clustalw	HAD hydrolase, TIGR01459 family	NA	HAD-superfamily class IIA hydrolase, TIGR01459	NA	HAD-SF-IIA-hyp4	242	80.30 80.30	103.75 103.75
TIGR02190	TIGR02190	clustalw	glutaredoxin-family domain	NA	Glutaredoxin-family domain	NA	GlrX-dom	79	82.90 82.90	99.30 99.30
TIGR04323	TIGR04323	muscle_manual	sporadic carbohydrate cluster protein, LIC12192 family	NA	sporadic carbohydrate cluster protein, LIC12192 family	NA	SpoChoClust_1	122	35.00 35.00	55.00 55.00
TIGR03114	TIGR03114	muscle	CRISPR type AFERR-associated protein Csf1	NA	CRISPR type AFERR-associated protein Csf1	csf1	cas_csf1	202	22.65 22.65	197.55 197.55
TIGR01589	TIGR01589	clustalw	uncharacterized plant-specific domain TIGR01589	NA	uncharacterized plant-specific domain TIGR01589	NA	A_thal_3526	57	24.85 24.85	36.55 36.55
TIGR01980	TIGR01980	clustalw_manual	FeS assembly protein SufB	NA	FeS assembly protein SufB	sufB	sufB	448	297.80 297.80	346.40 346.40
TIGR02069	TIGR02069	clustalw	cyanophycinase	NA	cyanophycinase	NA	cyanophycinase	250	73.30 73.30	126.60 126.60
TIGR01912	TIGR01912	clustalw	Sec-independent protein translocase TatC	NA	Twin arginine targeting (Tat) protein translocase TatC, Archaeal clade	tatC	TatC-Arch	234	176.85 176.85	192.60 192.60
TIGR01740	TIGR01740	clustalw_manual	orotidine 5'-phosphate decarboxylase	HAMAP; MF_01200; 292 of 294	orotidine 5'-phosphate decarboxylase, subfamily 1	pyrF	pyrF	216	75.10 75.10	92.30 92.30
TIGR00875	TIGR00875	clustalw	fructose-6-phosphate aldolase	HAMAP; MF_00496; 14 of 15	fructose-6-phosphate aldolase, TalC/MipB family	fsa	fsa_talC_mipB	213	105.40 105.40	245.95 245.95
TIGR02138	TIGR02138	clustalw_manual	phosphate ABC transporter, permease protein PstC	NA	phosphate ABC transporter, permease protein PstC	pstC	phosphate_pstC	296	194.40 194.40	196.45 196.45
TIGR01841	TIGR01841	manual	phasin family protein	NA	phasin family protein	NA	phasin	88	27.25 27.25	30.20 30.20
TIGR04167	TIGR04167	muscle_manual	radical SAM/Cys-rich domain protein	NA	radical SAM/Cys-rich domain protein	NA	rSAM_SeCys	303	140.00 140.00	300.00 300.00
TIGR01123	TIGR01123	clustalw	branched-chain amino acid aminotransferase	NA	branched-chain amino acid aminotransferase, group II	ilvE	ilvE_II	313	198.20 198.20	250.05 250.05
TIGR00993	TIGR00993	clustalw_manual	chloroplast protein import component Toc86/159, G and M domains	NA	chloroplast protein import component Toc86/159, G and M domains	NA	3a0901s04IAP86	763	204.75 204.75	660.70 660.70
TIGR03382	TIGR03382	muscle_manual	Myxococcales GC_trans_RRR domain	NA	Myxococcales GC_trans_RRR domain	NA	GC_trans_RRR	27	14.85 14.85	15.85 15.85
TIGR02573	TIGR02573	clustalw	type III secretion protein LcrG	NA	type III secretion protein LcrG	NA	LcrG_PcrG	90	51.40 51.40	90.80 90.80
TIGR00723	TIGR00723	NA	hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type	NA	hydro-lyases, Fe-S type, tartrate/fumarate subfamily, beta region	NA	ttdB_fumA_fumB	169	87.80 87.80	145.15 145.15
TIGR02506	TIGR02506	clustalw	ribonucleoside-diphosphate reductase, alpha subunit	NA	ribonucleoside-diphosphate reductase, alpha subunit	NA	NrdE_NrdA	616	319.00 319.00	341.05 341.05
TIGR03079	TIGR03079	muscle	methane monooxygenase/ammonia monooxygenase, subunit B	NA	methane monooxygenase/ammonia monooxygenase, subunit B	NA	CH4_NH3mon_ox_B	399	202.10 202.10	394.90 394.90
TIGR03289	TIGR03289	muscle	coenzyme F420 hydrogenase, subunit beta	NA	coenzyme F420 hydrogenase, subunit beta	frhB	frhB	275	277.95 277.95	331.50 331.50
TIGR01091	TIGR01091	clustalw_manual	uracil phosphoribosyltransferase	HAMAP; MF_01218; 317 of 326	uracil phosphoribosyltransferase	upp	upp	207	112.30 112.30	208.35 208.35
TIGR03327	TIGR03327	muscle	AMP phosphorylase	NA	AMP phosphorylase	NA	AMP_phos	500	516.45 516.45	535.00 535.00
TIGR01343	TIGR01343	clustalw_manual	homoaconitate hydratase family protein	HAMAP; MF_01027; 61 of 61	homoaconitate hydratase family protein	NA	hacA_fam	412	382.60 382.60	385.70 385.70
TIGR00012	TIGR00012	clustalw_manual	ribosomal protein L29	HAMAP; MF_00374; 506 of 514	ribosomal protein L29	rpmC	L29	56	21.75 21.75	22.60 22.60
TIGR00033	TIGR00033	clustalw	chorismate synthase	HAMAP; MF_00300; 500 of 502	chorismate synthase	aroC	aroC	351	131.10 131.10	212.20 212.20
TIGR00143	TIGR00143	clustalw	carbamoyltransferase HypF	NA	[NiFe] hydrogenase maturation protein HypF	hypF	hypF	741	359.80 359.80	466.10 466.10
TIGR03029	TIGR03029	muscle	chain length determinant protein tyrosine kinase EpsG	NA	chain length determinant protein tyrosine kinase EpsG	epsG	EpsG	274	206.90 206.90	313.80 313.80
TIGR03689	TIGR03689	muscle_manual	proteasome ATPase	NA	proteasome ATPase	arc	pup_AAA	512	251.60 251.60	504.75 504.75
TIGR03033	TIGR03033	muscle	putative phage-type endonuclease	COGS; COG5377; Phage-related protein, predicted endonuclease	putative phage-type endonuclease	NA	phage_rel_nuc	153	56.20 56.20	68.05 68.05
TIGR01215	TIGR01215	clustalw	cell division topological specificity factor MinE	HAMAP; MF_00262; 249 of 253	cell division topological specificity factor MinE	minE	minE	81	36.35 36.35	49.30 49.30
TIGR00200	TIGR00200	msa_tigr	competence/damage-inducible protein CinA N-terminal domain	HAMAP; MF_00226; 167 of 185	competence/damage-inducible protein CinA N-terminal domain	NA	cinA_nterm	414	194.15 194.15	243.15 243.15
TIGR03307	TIGR03307	muscle	phosphonate metabolism protein PhnP	NA	phosphonate metabolism protein PhnP	phnP	PhnP	249	188.20 188.20	272.25 272.25
TIGR01631	TIGR01631	clustalw	trypanosome RHS family	NA	trypanosome RHS (retrotransposon hot spot) family	NA	Trypano_RHS	761	28.30 28.30	89.75 89.75
TIGR03991	TIGR03991	muscle	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	NA	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	glmU	alt_bact_glmU	394	223.50 223.50	225.30 225.30
TIGR02825	TIGR02825	clustalw	leukotriene B4 12-hydroxydehydrogenase/15-oxo-prostaglandin 13-reductase	BRRENDA; 1.3.1.74; 2-alkenal reductase	leukotriene B4 12-hydroxydehydrogenase/15-oxo-prostaglandin 13-reductase	NA	B4_12hDH	327	314.35 314.35	579.85 579.85
TIGR01053	TIGR01053	clustalw	zinc finger domain, LSD1 subclass	NA	zinc finger domain, LSD1 subclass	NA	LSD1	31	12.65 12.65	15.50 15.50
TIGR01291	TIGR01291	clustalw	ABC-2 type transporter, NodJ family	PFAM; PF01061; ABC-2 type transporter	ABC-2 type transporter, NodJ family	NA	nodJ	253	79.45 79.45	206.65 206.65
TIGR01371	TIGR01371	clustalw	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	HAMAP; MF_00172; 192 of 195	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	met_syn_B12ind	754	322.10 322.10	929.95 929.95
TIGR00002	TIGR00002	clustalw_manual	ribosomal protein S16	HAMAP; MF_00385; 588 of 595	ribosomal protein S16	rpsP	S16	78	40.60 40.60	45.30 45.30
TIGR01638	TIGR01638	clustalw_manual	Arabidopsis thaliana cystatin-related protein	NA	Arabidopsis thaliana cystatin-related protein	NA	Atha_cystat_rel	94	32.05 32.05	32.05 32.05
TIGR01222	TIGR01222	clustalw_manual	septum site-determining protein MinC	HAMAP; MF_00267; 158 of 166	septum site-determining protein MinC	minC	minC	226	67.35 67.35	95.25 95.25
TIGR02183	TIGR02183	clustalw	glutaredoxin, GrxA family	NA	Glutaredoxin, GrxA family	grxA	GRXA	86	68.25 68.25	106.50 106.50
TIGR03262	TIGR03262	muscle	putative 2-aminoethylphosphonate ABC transporter, permease protein	NA	putative 2-aminoethylphosphonate ABC transporter, permease protein	NA	PhnU2	546	358.20 358.20	593.25 593.25
TIGR00870	TIGR00870	clustalw_manual	transient-receptor-potential calcium channel protein	NA	transient-receptor-potential calcium channel protein	trp	trp	747	352.75 352.75	498.75 498.75
TIGR03377	TIGR03377	muscle_manual	glycerol-3-phosphate dehydrogenase, anaerobic, A subunit	NA	glycerol-3-phosphate dehydrogenase, anaerobic, A subunit	glpA	glycerol3P_GlpA	530	485.30 485.30	552.80 552.80
TIGR03224	TIGR03224	muscle	benzoyl-CoA oxygenase/reductase, BoxA protein	NA	benzoyl-CoA oxygenase/reductase, BoxA protein	boxA	benzo_boxA	411	260.80 260.80	459.20 459.20
TIGR01021	TIGR01021	clustalw	ribosomal protein S5	HAMAP; MF_01307; 519 of 571	ribosomal protein S5, bacterial/organelle type	rpsE	rpsE_bact	156	119.35 119.35	164.05 164.05
TIGR03362	TIGR03362	muscle_manual	type VI secretion-associated protein, VC_A0119 family	PFAM; PF06812; ImpA-rel_N	type VI secretion-associated protein, VC_A0119 family	NA	VI_chp_7	476	105.80 105.80	230.10 230.10
TIGR00164	TIGR00164	clustalw	phosphatidylserine decarboxylase homolog	HAMAP; MF_00664; 152 of 153	phosphatidylserine decarboxylase precursor-related protein	NA	PS_decarb_rel	215	56.85 56.85	144.75 144.75
TIGR00746	TIGR00746	clustalw_manual	carbamate kinase	EXPERIMENTAL; GP|3687419|emb|CAA76780.1||Y17554; Bacillus licheniformis	carbamate kinase	arcC	arcC	309	41.85 41.85	358.25 358.25
TIGR03429	TIGR03429	muscle_manual	aromatic prenyltransferase, DMATS type	NA	aromatic prenyltransferase, DMATS type	NA	arom_pren_DMATS	408	69.85 69.85	163.85 163.85
TIGR02163	TIGR02163	clustalw	ferredoxin-type protein, NapH/MauN family	NA	ferredoxin-type protein, NapH/MauN family	NA	napH_	255	104.70 104.70	213.05 213.05
TIGR02782	TIGR02782	muscle	P-type conjugative transfer ATPase TrbB	NA	P-type conjugative transfer ATPase TrbB	trbB	TrbB_P	303	248.80 248.80	304.55 304.55
TIGR03700	TIGR03700	muscle_manual	putative menaquinone biosynthesis protein, SCO4494 family	NA	putative menaquinone biosynthesis protein, SCO4494 family	NA	mena_SCO4494	351	422.35 422.35	434.55 434.55
TIGR01320	TIGR01320	clustalw	malate dehydrogenase (acceptor)	HAMAP; MF_00212; 117 of 129	malate:quinone-oxidoreductase	mqo	mal_quin_oxido	482	197.40 197.40	549.95 549.95
TIGR00937	TIGR00937	clustalw_manual	chromate transporter, chromate ion transporter (CHR) family	PFAM; PF02417	chromate transporter, chromate ion transporter (CHR) family	chr	2A51	368	119.50 119.50	171.70 171.70
TIGR03877	TIGR03877	muscle_manual	KaiC domain protein, Ph0284 family	NA	KaiC domain protein, Ph0284 family	NA	thermo_KaiC_1	238	303.45 303.45	307.25 307.25
TIGR00491	TIGR00491	clustalw	translation initiation factor aIF-2	HAMAP; MF_00100; 43 of 608	translation initiation factor aIF-2/yIF-2	infB	aIF-2	594	393.05 393.05	554.75 554.75
TIGR04101	TIGR04101	muscle_manual	CCGSCS motif protein	NA	CCGSCS motif protein	NA	CCGSCS	59	22.00 22.00	28.00 27.50
TIGR04126	TIGR04126	manual	PGF-CTERM archaeal protein-sorting signal	NA	PGF-CTERM archaeal protein-sorting signal	NA	PGF_CTERM	28	22.50 22.50	24.50 24.50
TIGR01623	TIGR01623	clustalw_manual	putative zinc finger domain, LRP1 type	NA	putative zinc finger domain, LRP1 type	NA	put_zinc_LRP1	43	18.50 18.50	42.00 42.00
TIGR02557	TIGR02557	clustalw	type III secretion protein HpaP	NA	type III secretion protein HpaP	NA	HpaP	204	173.80 173.80	184.80 184.80
TIGR00857	TIGR00857	clustalw	dihydroorotase, multifunctional complex type	HAMAP; MF_01645; 2 of 26	dihydroorotase, multifunctional complex type	pyrC	pyrC_multi	412	197.80 197.80	279.05 279.05
TIGR03441	TIGR03441	muscle_manual	urea transporter	NA	urea transporter, Yersinia type	yut	urea_trans_yut	292	178.50 178.50	274.60 274.60
TIGR02753	TIGR02753	clustalw_manual	superoxide dismutase, Ni	NA	superoxide dismutase, Ni	sodN	sodN	145	50.90 50.90	90.00 90.00
TIGR00384	TIGR00384	clustalw	succinate dehydrogenase and fumarate reductase iron-sulfur protein	PFAM; PF00037; fer4;	succinate dehydrogenase and fumarate reductase iron-sulfur protein	NA	dhsB	222	78.25 78.25	88.00 88.00
TIGR03653	TIGR03653	clustalw_manual	archaeal ribosomal protein L6P	NA	archaeal ribosomal protein L6P	rpl6p	arch_L6P	170	183.35 183.35	185.40 185.40
TIGR02547	TIGR02547	clustalw_manual	CRISPR type I-E/ECOLI-associated protein CasA/Cse1	URL	CRISPR type I-E/ECOLI-associated protein CasA/Cse1	casA	casA_cse1	504	46.40 46.40	70.05 70.05
TIGR03876	TIGR03876	muscle_manual	CRISPR type I-A/APERN-associated protein CsaX	NA	CRISPR type I-A/APERN-associated protein CsaX	csaX	cas_csaX	281	222.10 222.10	222.50 222.50
TIGR03638	TIGR03638	muscle_manual	CRISPR-associated endonuclease Cas1, subtype I-E/ECOLI	NA	CRISPR-associated endonuclease Cas1, subtype I-E/ECOLI	cas1	cas1_ECOLI	269	128.35 128.35	215.60 215.60
TIGR00460	TIGR00460	clustalw_manual	methionyl-tRNA formyltransferase	HAMAP; MF_00182; 452 of 467	methionyl-tRNA formyltransferase	fmt	fmt	315	178.75 178.75	201.50 201.50
TIGR01731	TIGR01731	manual	adhesin HecA family 20-residue repeat (two copies)	NA	adhesin HecA family 20-residue repeat (two copies)	NA	fil_hemag_20aa	40	15.40 4.00	18.00 6.00
TIGR01309	TIGR01309	clustalw_manual	ribosomal protein L30P	HAMAP; MF_01371; 48 of 535	50S ribosomal protein L30P, archaeal	rpmD	L30P_arch	151	91.65 91.65	150.05 150.05
TIGR04079	TIGR04079	muscle_manual	KxxxW-cyclized secreted peptide	NA	KxxxW-cyclized secreted peptide	NA	phero_cyc_pep	23	25.00 18.00	35.00 20.00
TIGR01965	TIGR01965	clustalw_manual	VCBS repeat	NA	VCBS repeat	NA	VCBS_repeat	99	13.65 13.65	15.50 15.50
TIGR02242	TIGR02242	clustalw_manual	phage tail protein domain	NA	phage tail protein domain	NA	tail_TIGR02242	131	33.45 33.45	51.85 51.85
TIGR00833	TIGR00833	clustalw_manual	transport protein	NA	Transport protein	NA	actII	910	244.55 244.55	874.70 874.70
TIGR04342	TIGR04342	muscle_manual	EXLDI protein	NA	EXLDI protein	NA	EXLDI	124	27.00 27.00	32.00 31.00
TIGR02734	TIGR02734	clustalw	phytoene desaturase	NA	phytoene desaturase	crtI	crtI_fam	504	165.95 165.95	238.10 238.10
TIGR00899	TIGR00899	clustalw_manual	sugar efflux transporter	NA	sugar efflux transporter	NA	2A0120	375	321.25 321.25	522.30 522.30
TIGR00438	TIGR00438	clustalw	ribosomal RNA large subunit methyltransferase J	HAMAP; MF_01547; 44 of 296	cell division protein FtsJ	rrmJ	rrmJ	188	117.00 117.00	300.15 300.15
TIGR00016	TIGR00016	clustalw	acetate kinase	HAMAP; MF_00020; 241 of 243	acetate kinase	ackA	ackA	405	146.10 146.10	293.40 293.40
TIGR03961	TIGR03961	muscle	archaeal radical SAM protein, PTO1314 family	NA	archaeal radical SAM protein, PTO1314 family	NA	rSAM_PTO1314	332	305.75 305.75	306.05 306.05
TIGR00182	TIGR00182	clustalw	fatty acid/phospholipid synthesis protein PlsX	HAMAP; MF_00019; 411 of 415	fatty acid/phospholipid synthesis protein PlsX	plsX	plsX	337	177.85 177.85	243.40 243.40
TIGR00601	TIGR00601	NA	UV excision repair protein Rad23	SWISSPROT; P32628;	UV excision repair protein Rad23	NA	rad23	381	129.10 129.10	207.30 207.30
TIGR03384	TIGR03384	muscle_manual	transcriptional repressor BetI	NA	transcriptional repressor BetI	betI	betaine_BetI	189	127.70 127.70	201.30 201.30
TIGR03028	TIGR03028	muscle	polysaccharide export protein EpsE	NA	polysaccharide export protein EpsE	epsE	EpsE	239	166.90 166.90	262.65 262.65
TIGR04344	TIGR04344	muscle_manual	5-histidylcysteine sulfoxide synthase	NA	5-histidylcysteine sulfoxide synthase	ovoA	ovoA_Nterm	444	325.00 325.00	400.00 400.00
TIGR03405	TIGR03405	muscle	phosphonate metabolism-associated iron-containing alcohol dehydrogenase	NA	phosphonate metabolism-associated iron-containing alcohol dehydrogenase	NA	Phn_Fe-ADH	355	256.10 256.10	423.70 423.70
TIGR01098	TIGR01098	clustalw_manual	phosphate/phosphite/phosphonate ABC transporters, periplasmic binding protein	URL; http://tcdb.ucsd.edu/tcdb/tcfamilybrowse.php?tcname=3.A.1	phosphate/phosphite/phosphonate ABC transporters, periplasmic binding protein	phnD	3A0109s03R	253	84.30 84.30	112.05 112.05
TIGR02307	TIGR02307	clustalw	RNA ligase, Rnl2 family	NA	RNA ligase, Rnl2 family	NA	RNA_lig_RNL2	326	62.35 62.35	197.15 197.15
TIGR00151	TIGR00151	clustalw_manual	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	HAMAP; MF_01520; 79 of 79	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	ispF	155	42.35 42.35	116.45 116.45
TIGR01997	TIGR01997	clustalw	FeS assembly scaffold SufA	NA	FeS assembly scaffold SufA	sufA	sufA_proteo	107	133.80 133.80	136.20 136.20
TIGR04358	TIGR04358	muscle_manual	XXXCH domain	NA	XXXCH domain	NA	XXXCH_domain	90	30.00 30.00	40.00 40.00
TIGR01440	TIGR01440	clustalw	TIGR01440 family protein	HAMAP; MF_00800; 57 of 57	TIGR01440 family protein	NA	TIGR01440	172	77.35 77.35	145.30 145.30
TIGR02319	TIGR02319	clustalw	carboxyvinyl-carboxyphosphonate phosphorylmutase	SWISSPROT; P11435; Streptomyces hygroscopicus	carboxyvinyl-carboxyphosphonate phosphorylmutase	bcpA	CPEP_Pphonmut	294	255.20 255.20	420.05 420.05
TIGR03184	TIGR03184	muscle	DNA sulfur modification protein DndE	NA	DNA sulfur modification protein DndE	dndE	DNA_S_dndE	104	25.10 25.10	71.85 71.85
TIGR03420	TIGR03420	muscle_manual	DnaA regulatory inactivator Hda	NA	DnaA regulatory inactivator Hda	hda	DnaA_homol_Hda	226	128.10 128.10	194.80 194.80
TIGR03780	TIGR03780	muscle_manual	Bacteroides conjugative transposon TraN protein	NA	Bacteroides conjugative transposon TraN protein	traN	Bac_Flav_CT_N	285	126.45 126.45	164.10 164.10
TIGR03655	TIGR03655	muscle_manual	restriction alleviation protein, Lar family	NA	restriction alleviation protein, Lar family	NA	anti_R_Lar	55	37.00 37.00	39.60 39.60
TIGR03432	TIGR03432	muscle_manual	putative dehydratase, YjhG/YagF family	PFAM; PF00920; Dehydratase family	putative dehydratase, YjhG/YagF family	NA	yjhG_yagF	640	486.05 486.05	808.15 808.15
TIGR00471	TIGR00471	clustalw	phenylalanine--tRNA ligase, beta subunit	HAMAP; MF_00284; 40 of 40	phenylalanyl-tRNA synthetase, beta subunit	pheT	pheT_arch	551	252.40 252.40	282.65 282.65
TIGR00467	TIGR00467	clustalw	lysine--tRNA ligase	HAMAP; MF_00177; 42 of 42	lysyl-tRNA synthetase, archaeal and spirochete	lysS	lysS_arch	515	134.15 134.15	147.55 147.55
TIGR01477	TIGR01477	clustalw_manual	variant surface antigen, rifin family	NA	variant surface antigen, rifin family	NA	RIFIN	356	54.30 54.30	176.95 176.95
TIGR00974	TIGR00974	clustalw_manual	phosphate ABC transporter, permease protein PstA	NA	phosphate ABC transporter, permease protein PstA	pstA	3a0107s02c	272	161.90 161.90	193.45 193.45
TIGR02659	TIGR02659	manual	methylamine dehydrogenase (amicyanin) light chain	PFAM; PF02975; Me-amine-dh_L	methylamine dehydrogenase (amicyanin) light chain	mauA	TTQ_MADH_Lt	186	85.80 85.80	196.85 196.85
TIGR00042	TIGR00042	clustalw	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	HAMAP; MF_01405; 177 of 196	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	rdgB	TIGR00042	184	55.90 55.90	145.35 145.35
TIGR00628	TIGR00628	NA	uracil-DNA glycosylase	HAMAP; MF_00148; 252 of 258	uracil-DNA glycosylase	ung	ung	210	109.05 109.05	185.75 185.75
